ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1013.8 ,1017.4 ,1016.5 ,12/11/16 08:45,1011.5 ,12/11/16 21:38,19.8 ,21.8 ,12/11/16 22:14,18.5 ,12/11/16 02:06,16.4 ,81 ,73 ,12/11/16 23:33,3.5 ,50 ,12.9 ,40 ,12/11/16 13:02,4.0 ,8.6 ,0.5 ,12/11/16 16:05,1.1 ,12/11/16 16:25,0.0 ,0.0 ,2.95 ,13.8 ,-0.7 
12,1012.0 ,1015.6 ,1013.5 ,12/12/16 08:28,1010.5 ,12/12/16 13:41,22.0 ,27.7 ,12/12/16 12:00,18.0 ,12/12/16 06:20,17.2 ,75 ,59 ,12/12/16 11:20,1.2 ,50 ,7.6 ,300 ,12/12/16 13:37,0.0 ,0.0 ,0.0 ,,0.0 ,,8.0 ,75.8 ,13.91 ,13.0 ,2.3 
13,1012.0 ,1015.6 ,1014.7 ,12/13/16 23:32,1009.2 ,12/13/16 13:59,20.6 ,25.9 ,12/13/16 14:13,17.4 ,12/13/16 04:30,15.6 ,74 ,61 ,12/13/16 13:12,1.2 ,50 ,5.1 ,50 ,12/13/16 16:46,0.0 ,0.0 ,0.0 ,,0.0 ,,7.2 ,68.3 ,13.51 ,19.0 ,2.2 
14,1017.0 ,1020.6 ,1019.6 ,12/14/16 23:25,1014.5 ,12/14/16 00:01,18.6 ,20.3 ,12/14/16 00:07,16.1 ,12/14/16 23:51,13.0 ,70 ,64 ,12/14/16 04:42,2.4 ,50 ,10.1 ,10 ,12/14/16 17:44,T ,4.5 ,T ,12/14/16 10:20,T ,12/14/16 10:20,0.0 ,0.0 ,0.02 ,15.4 ,-1.6 
15,1021.7 ,1025.4 ,1024.4 ,12/15/16 21:25,1019.1 ,12/15/16 02:37,15.2 ,16.5 ,12/15/16 00:29,13.9 ,12/15/16 17:53,8.9 ,66 ,58 ,12/15/16 23:34,2.8 ,60 ,9.2 ,10 ,12/15/16 12:19,T ,1.7 ,T ,12/15/16 18:10,T ,12/15/16 18:10,0.0 ,0.0 ,0.00 ,13.0 ,-1.0 
16,1024.0 ,1027.7 ,1025.9 ,12/16/16 08:51,1022.6 ,12/16/16 23:56,15.1 ,16.2 ,12/16/16 13:22,14.4 ,12/16/16 21:52,7.0 ,58 ,55 ,12/16/16 08:00,3.1 ,50 ,10.3 ,40 ,12/16/16 16:57,0.0 ,0.0 ,0.0 ,,0.0 ,,0.0 ,0.0 ,2.96 ,15.6 ,3.5 
17,1020.6 ,1024.2 ,1023.0 ,12/17/16 08:41,1018.1 ,12/17/16 15:02,18.4 ,22.8 ,12/17/16 14:09,13.9 ,12/17/16 02:33,10.6 ,60 ,54 ,12/17/16 15:44,3.3 ,60 ,11.4 ,60 ,12/17/16 11:49,0.0 ,0.0 ,0.0 ,,0.0 ,,4.8 ,45.6 ,10.90 ,25.0 ,2.4 
18,1017.6 ,1021.2 ,1019.9 ,12/18/16 07:48,1015.6 ,12/18/16 14:24,21.6 ,27.4 ,12/18/16 13:19,15.9 ,12/18/16 06:31,13.6 ,61 ,42 ,12/18/16 12:08,2.1 ,50 ,7.5 ,40 ,12/18/16 18:02,0.0 ,0.0 ,0.0 ,,0.0 ,,9.7 ,92.1 ,14.94 ,47.0 ,2.0 
19,1014.7 ,1018.2 ,1016.8 ,12/19/16 08:36,1012.1 ,12/19/16 14:38,22.2 ,28.4 ,12/19/16 14:27,16.7 ,12/19/16 04:29,16.2 ,70 ,53 ,12/19/16 12:54,2.0 ,70 ,8.2 ,120 ,12/19/16 12:04,0.0 ,0.0 ,0.0 ,,0.0 ,,8.1 ,76.9 ,14.41 ,27.8 ,3.2 
20,1013.4 ,1016.9 ,1015.6 ,12/20/16 08:38,1011.6 ,12/20/16 14:48,24.6 ,29.1 ,12/20/16 11:23,21.0 ,12/20/16 00:26,19.2 ,72 ,61 ,12/20/16 11:50,4.2 ,50 ,12.2 ,30 ,12/20/16 15:34,0.0 ,0.0 ,0.0 ,,0.0 ,,6.2 ,58.9 ,13.63 ,51.0 ,-2.4 
21,1012.4 ,1016.0 ,1014.3 ,12/21/16 19:23,1009.8 ,12/21/16 15:28,25.6 ,30.6 ,12/21/16 13:13,22.7 ,12/21/16 19:40,19.6 ,70 ,54 ,12/21/16 12:57,1.9 ,80 ,10.1 ,110 ,12/21/16 11:36,T ,1.0 ,T ,12/21/16 19:20,T ,12/21/16 19:20,3.5 ,33.2 ,11.95 ,22.8 ,-2.2 
22,1014.7 ,1018.3 ,1017.6 ,12/22/16 23:19,1012.6 ,12/22/16 03:43,21.1 ,23.6 ,12/22/16 13:29,18.1 ,12/22/16 22:16,17.4 ,79 ,69 ,12/22/16 23:53,2.5 ,50 ,14.6 ,70 ,12/22/16 18:00,4.0 ,11.7 ,1.5 ,12/22/16 09:14,2.5 ,12/22/16 08:30,0.0 ,0.0 ,3.62 ,16.0 ,-0.9 
