ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1007.6 ,1011.1 ,1009.1 ,9/11/15 00:02,1005.7 ,9/11/15 14:43,26.7 ,30.9 ,9/11/15 12:31,23.7 ,9/11/15 05:48,19.6 ,65 ,58 ,9/11/15 10:16,3.1 ,60 ,10.4 ,60 ,9/11/15 14:16,0.0 ,0.0 ,0.0 ,,0.0 ,,9.6 ,77.9 ,23.26 ,16.5 ,4.4 
12,1008.9 ,1012.4 ,1012.2 ,9/12/15 21:00,1007.1 ,9/12/15 04:14,26.7 ,30.9 ,9/12/15 13:20,24.5 ,9/12/15 05:08,20.2 ,68 ,60 ,9/12/15 15:35,3.1 ,60 ,13.6 ,50 ,9/12/15 15:55,0.0 ,0.0 ,0.0 ,,0.0 ,,10.1 ,82.1 ,23.70 ,18.9 ,5.0 
13,1011.0 ,1014.5 ,1012.3 ,9/13/15 08:00,1009.2 ,9/13/15 14:36,26.6 ,31.0 ,9/13/15 12:42,24.7 ,9/13/15 01:57,20.5 ,70 ,56 ,9/13/15 12:42,3.7 ,60 ,14.7 ,60 ,9/13/15 16:06,0.3 ,3.6 ,0.1 ,9/13/15 20:20,0.2 ,9/13/15 20:20,7.7 ,62.7 ,21.87 ,15.4 ,-3.6 
14,1009.8 ,1013.3 ,1011.6 ,9/14/15 09:03,1007.3 ,9/14/15 15:03,26.3 ,30.0 ,9/14/15 14:29,23.9 ,9/14/15 01:39,22.1 ,78 ,68 ,9/14/15 15:07,4.1 ,60 ,12.8 ,60 ,9/14/15 16:40,2.0 ,4.8 ,0.5 ,9/14/15 05:46,1.5 ,9/14/15 05:51,5.1 ,41.6 ,15.73 ,15.9 ,-2.0 
15,1008.1 ,1011.6 ,1009.5 ,9/15/15 08:00,1006.5 ,9/15/15 14:55,28.3 ,33.1 ,9/15/15 11:15,25.7 ,9/15/15 04:05,23.4 ,75 ,61 ,9/15/15 11:16,2.2 ,60 ,8.0 ,100 ,9/15/15 15:20,0.0 ,0.0 ,0.0 ,,0.0 ,,5.2 ,42.5 ,18.17 ,14.6 ,-4.6 
16,1009.3 ,1012.8 ,1011.4 ,9/16/15 22:19,1007.7 ,9/16/15 03:52,26.6 ,30.5 ,9/16/15 13:22,24.3 ,9/16/15 07:44,22.4 ,78 ,70 ,9/16/15 13:22,2.5 ,60 ,10.0 ,60 ,9/16/15 14:31,13.5 ,3.9 ,8.5 ,9/16/15 07:34,9.0 ,9/16/15 06:44,5.3 ,43.5 ,15.86 ,16.5 ,-3.0 
17,1012.1 ,1015.6 ,1013.8 ,9/17/15 21:47,1010.7 ,9/17/15 03:45,26.4 ,30.3 ,9/17/15 10:50,24.6 ,9/17/15 23:46,20.5 ,70 ,60 ,9/17/15 10:36,2.8 ,60 ,9.7 ,60 ,9/17/15 16:58,0.0 ,0.0 ,0.0 ,,0.0 ,,4.7 ,38.6 ,15.49 ,16.1 ,2.0 
18,1011.8 ,1015.3 ,1013.4 ,9/18/15 07:44,1010.1 ,9/18/15 15:08,26.1 ,30.8 ,9/18/15 12:23,22.8 ,9/18/15 05:33,19.0 ,66 ,50 ,9/18/15 12:14,2.6 ,140 ,10.8 ,50 ,9/18/15 15:53,0.0 ,0.0 ,0.0 ,,0.0 ,,10.8 ,88.9 ,24.78 ,16.5 ,5.5 
19,1009.2 ,1012.7 ,1011.1 ,9/19/15 00:01,1006.9 ,9/19/15 15:52,25.9 ,30.7 ,9/19/15 12:14,22.4 ,9/19/15 05:24,18.7 ,65 ,48 ,9/19/15 13:08,2.6 ,60 ,10.9 ,60 ,9/19/15 15:16,0.0 ,0.0 ,0.0 ,,0.0 ,,6.9 ,56.9 ,20.97 ,14.1 ,5.0 
20,1006.3 ,1009.8 ,1008.2 ,9/20/15 00:01,1004.3 ,9/20/15 14:26,26.9 ,31.8 ,9/20/15 12:40,24.8 ,9/20/15 03:58,20.6 ,69 ,60 ,9/20/15 11:22,2.9 ,60 ,9.5 ,60 ,9/20/15 13:55,0.0 ,0.0 ,0.0 ,,0.0 ,,3.4 ,28.1 ,15.52 ,13.8 ,-3.1 
21,1006.0 ,1009.5 ,1007.4 ,9/21/15 21:20,1004.7 ,9/21/15 14:28,27.1 ,30.3 ,9/21/15 12:47,24.2 ,9/21/15 04:23,22.2 ,75 ,68 ,9/21/15 10:45,2.1 ,60 ,8.2 ,70 ,9/21/15 17:53,0.7 ,1.0 ,0.5 ,9/21/15 04:04,0.6 ,9/21/15 03:14,1.0 ,8.3 ,10.03 ,11.9 ,2.0 
22,1006.9 ,1010.4 ,1008.6 ,9/22/15 07:43,1005.0 ,9/22/15 15:11,28.6 ,33.5 ,9/22/15 11:49,25.1 ,9/22/15 05:21,23.0 ,72 ,60 ,9/22/15 12:09,1.2 ,170 ,6.0 ,50 ,9/22/15 00:39,0.0 ,0.0 ,0.0 ,,0.0 ,,7.5 ,62.3 ,18.55 ,10.8 ,3.5 
23,1004.5 ,1007.9 ,1006.8 ,9/23/15 00:01,1002.2 ,9/23/15 15:53,29.2 ,33.6 ,9/23/15 12:33,26.0 ,9/23/15 05:24,23.3 ,71 ,61 ,9/23/15 10:54,1.0 ,200 ,8.9 ,330 ,9/23/15 15:09,0.0 ,0.0 ,0.0 ,,0.0 ,,6.9 ,57.4 ,19.33 ,10.1 ,3.7 
24,1002.7 ,1006.2 ,1004.1 ,9/24/15 08:04,1001.1 ,9/24/15 15:43,27.4 ,31.8 ,9/24/15 10:22,25.7 ,9/24/15 13:44,22.5 ,75 ,64 ,9/24/15 09:54,1.7 ,90 ,7.8 ,70 ,9/24/15 17:52,1.6 ,2.6 ,0.5 ,9/24/15 12:18,1.3 ,9/24/15 11:38,1.9 ,15.8 ,7.41 ,11.6 ,-2.5 
25,1002.0 ,1005.5 ,1003.7 ,9/25/15 21:11,999.8 ,9/25/15 15:42,27.3 ,30.7 ,9/25/15 10:36,25.2 ,9/25/15 04:41,21.0 ,69 ,58 ,9/25/15 15:26,3.1 ,60 ,11.1 ,50 ,9/25/15 17:14,0.0 ,0.0 ,0.0 ,,0.0 ,,5.8 ,48.5 ,18.15 ,17.3 ,5.2 
26,1004.2 ,1007.7 ,1006.2 ,9/26/15 21:46,1002.0 ,9/26/15 02:18,26.1 ,29.4 ,9/26/15 12:48,24.3 ,9/26/15 19:44,21.0 ,74 ,65 ,9/26/15 16:13,1.7 ,80 ,7.1 ,90 ,9/26/15 03:33,0.6 ,5.8 ,0.4 ,9/26/15 19:35,0.6 ,9/26/15 18:49,0.1 ,0.8 ,3.43 ,16.0 ,-0.9 
27,1003.8 ,1007.3 ,1005.6 ,9/27/15 08:14,1001.5 ,9/27/15 23:58,23.7 ,24.9 ,9/27/15 00:22,22.7 ,9/27/15 04:27,20.8 ,84 ,77 ,9/27/15 00:22,1.3 ,200 ,5.2 ,190 ,9/27/15 18:51,18.0 ,16.4 ,1.5 ,9/27/15 18:49,4.5 ,9/27/15 17:56,0.1 ,0.8 ,1.59 ,6.3 ,-0.3 
28,992.7 ,996.1 ,1001.5 ,9/28/15 00:01,982.7 ,9/28/15 17:16,26.3 ,28.0 ,9/28/15 11:34,23.8 ,9/28/15 00:06,23.5 ,85 ,80 ,9/28/15 10:30,5.4 ,10 ,37.1 ,20 ,9/28/15 16:56,203.9 ,24.0 ,14.4 ,9/28/15 19:44,37.9 ,9/28/15 17:39,0.0 ,0.0 ,2.09 ,6.1 ,X 
29,1000.0 ,1003.5 ,1008.3 ,9/29/15 23:04,984.1 ,9/29/15 00:17,29.2 ,30.8 ,9/29/15 14:44,27.3 ,9/29/15 00:09,25.4 ,80 ,74 ,9/29/15 07:30,3.2 ,110 ,30.5 ,80 ,9/29/15 00:53,6.5 ,4.1 ,1.5 ,9/29/15 02:14,4.0 ,9/29/15 01:24,0.2 ,1.7 ,6.95 ,11.1 ,1.6 
30,1009.5 ,1013.0 ,1011.5 ,9/30/15 21:05,1007.6 ,9/30/15 02:10,29.5 ,35.8 ,9/30/15 14:05,25.9 ,9/30/15 05:35,25.4 ,79 ,60 ,9/30/15 11:56,0.8 ,170 ,7.3 ,320 ,9/30/15 12:19,0.5 ,0.9 ,0.5 ,9/30/15 15:10,0.5 ,9/30/15 15:10,6.2 ,52.3 ,17.73 ,14.4 ,-2.5 
