ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
13,1015.3 ,1018.9 ,1017.5 ,2/13/15 21:36,1012.8 ,2/13/15 15:09,17.1 ,23.4 ,2/13/15 14:23,10.1 ,2/13/15 04:20,7.5 ,55 ,37 ,2/13/15 12:47,2.4 ,80 ,8.8 ,120 ,2/13/15 11:29,0.0 ,0.0 ,0.0 ,,0.0 ,,9.6 ,85.7 ,18.41 ,14.0 ,2.2 
14,1014.9 ,1018.5 ,1017.0 ,2/14/15 00:17,1013.2 ,2/14/15 14:18,20.1 ,25.1 ,2/14/15 11:57,14.4 ,2/14/15 04:08,10.9 ,56 ,41 ,2/14/15 10:17,2.4 ,110 ,8.3 ,90 ,2/14/15 12:12,0.0 ,0.0 ,0.0 ,,0.0 ,,7.8 ,69.5 ,17.13 ,14.6 ,3.2 
15,1013.8 ,1017.4 ,1016.5 ,2/15/15 23:06,1011.4 ,2/15/15 14:12,20.2 ,27.6 ,2/15/15 11:54,15.3 ,2/15/15 23:24,12.7 ,63 ,48 ,2/15/15 11:52,1.0 ,310 ,7.9 ,340 ,2/15/15 13:02,4.0 ,2.1 ,1.0 ,2/15/15 22:26,4.0 ,2/15/15 22:28,3.9 ,34.7 ,13.03 ,12.5 ,-1.2 
16,1013.2 ,1016.8 ,1015.5 ,2/16/15 00:12,1010.6 ,2/16/15 15:13,19.4 ,25.2 ,2/16/15 13:27,15.6 ,2/16/15 00:01,15.1 ,77 ,57 ,2/16/15 16:08,1.9 ,80 ,12.3 ,80 ,2/16/15 17:37,10.5 ,5.1 ,2.5 ,2/16/15 00:42,5.0 ,2/16/15 00:01,6.6 ,58.6 ,15.70 ,9.5 ,2.4 
17,1014.3 ,1017.9 ,1017.3 ,2/17/15 22:59,1012.1 ,2/17/15 04:52,19.3 ,22.6 ,2/17/15 12:37,17.9 ,2/17/15 20:52,13.2 ,68 ,56 ,2/17/15 12:37,4.6 ,80 ,13.3 ,100 ,2/17/15 11:02,0.0 ,0.0 ,0.0 ,,0.0 ,,7.0 ,62.0 ,15.82 ,9.1 ,4.5 
18,1017.7 ,1021.3 ,1019.9 ,2/18/15 23:08,1015.8 ,2/18/15 04:38,17.9 ,19.7 ,2/18/15 12:34,16.6 ,2/18/15 23:42,10.7 ,63 ,58 ,2/18/15 09:25,4.7 ,80 ,14.4 ,70 ,2/18/15 09:57,0.0 ,0.0 ,0.0 ,,0.0 ,,2.4 ,21.2 ,11.10 ,9.5 ,3.4 
19,1019.7 ,1023.3 ,1022.0 ,2/19/15 09:30,1017.8 ,2/19/15 23:59,16.7 ,18.6 ,2/19/15 12:27,16.0 ,2/19/15 05:37,9.7 ,64 ,58 ,2/19/15 11:31,4.6 ,80 ,13.9 ,80 ,2/19/15 16:35,0.0 ,0.0 ,0.0 ,,0.0 ,,2.0 ,17.7 ,10.15 ,12.1 ,2.6 
20,1015.6 ,1019.2 ,1018.3 ,2/20/15 00:03,1014.1 ,2/20/15 13:18,19.1 ,25.5 ,2/20/15 12:08,16.4 ,2/20/15 00:01,12.8 ,67 ,48 ,2/20/15 12:31,1.6 ,80 ,8.7 ,80 ,2/20/15 00:34,0.0 ,0.0 ,0.0 ,,0.0 ,,1.9 ,16.7 ,9.89 ,14.0 ,1.7 
21,1012.8 ,1016.3 ,1015.1 ,2/21/15 08:50,1010.0 ,2/21/15 15:30,20.8 ,27.3 ,2/21/15 12:36,16.6 ,2/21/15 05:22,14.3 ,68 ,44 ,2/21/15 14:26,0.6 ,350 ,6.8 ,330 ,2/21/15 17:33,T ,0.9 ,T ,2/21/15 15:20,T ,2/21/15 15:20,4.9 ,43.1 ,13.61 ,9.6 ,-2.4 
22,1013.7 ,1017.3 ,1015.9 ,2/22/15 08:35,1012.2 ,2/22/15 14:31,19.7 ,22.3 ,2/22/15 12:58,17.6 ,2/22/15 09:10,16.0 ,79 ,70 ,2/22/15 15:23,2.2 ,80 ,10.1 ,80 ,2/22/15 18:47,2.5 ,0.7 ,2.0 ,2/22/15 03:54,2.5 ,2/22/15 03:50,0.0 ,0.0 ,6.94 ,8.7 ,1.5 
23,1012.7 ,1016.3 ,1014.3 ,2/23/15 08:02,1011.3 ,2/23/15 14:34,19.4 ,22.7 ,2/23/15 10:22,18.0 ,2/23/15 17:45,16.0 ,81 ,75 ,2/23/15 10:41,1.3 ,80 ,9.6 ,70 ,2/23/15 00:20,0.0 ,0.0 ,0.0 ,,0.0 ,,0.0 ,0.0 ,3.67 ,5.8 ,-2.8 
24,1012.3 ,1015.9 ,1015.0 ,2/24/15 09:43,1010.0 ,2/24/15 14:48,18.4 ,24.6 ,2/24/15 12:47,15.3 ,2/24/15 07:04,15.1 ,81 ,67 ,2/24/15 13:21,1.8 ,80 ,8.2 ,70 ,2/24/15 19:04,55.5 ,5.8 ,8.5 ,2/24/15 06:22,21.0 ,2/24/15 03:24,3.3 ,28.8 ,12.93 ,9.4 ,-4.0 
25,1010.9 ,1014.5 ,1013.0 ,2/25/15 07:48,1008.6 ,2/25/15 16:27,20.6 ,24.2 ,2/25/15 12:38,17.0 ,2/25/15 04:39,17.0 ,80 ,69 ,2/25/15 16:33,0.8 ,220 ,6.4 ,80 ,2/25/15 00:01,0.0 ,0.0 ,0.0 ,,0.0 ,,2.0 ,17.4 ,10.11 ,9.8 ,1.6 
26,1012.5 ,1016.1 ,1015.2 ,2/26/15 21:51,1009.9 ,2/26/15 03:12,19.6 ,22.9 ,2/26/15 09:17,18.0 ,2/26/15 21:32,16.5 ,83 ,77 ,2/26/15 08:39,1.6 ,80 ,8.7 ,80 ,2/26/15 16:12,0.0 ,0.0 ,0.0 ,,0.0 ,,0.0 ,0.0 ,5.19 ,6.8 ,1.6 
27,1014.3 ,1017.9 ,1016.6 ,2/27/15 21:51,1010.6 ,2/27/15 14:57,19.7 ,23.2 ,2/27/15 12:24,17.4 ,2/27/15 23:49,17.0 ,85 ,77 ,2/27/15 11:41,3.1 ,80 ,14.6 ,60 ,2/27/15 13:08,2.0 ,5.7 ,0.5 ,2/27/15 21:56,1.5 ,2/27/15 22:26,5.7 ,49.5 ,17.16 ,9.2 ,-3.0 
28,1014.4 ,1018.0 ,1016.5 ,2/28/15 00:01,1010.9 ,2/28/15 15:26,18.8 ,22.8 ,2/28/15 15:26,17.0 ,2/28/15 04:36,15.8 ,83 ,74 ,2/28/15 12:14,1.0 ,90 ,5.8 ,310 ,2/28/15 15:32,0.0 ,0.0 ,0.0 ,,0.0 ,,2.0 ,17.3 ,12.17 ,13.3 ,-3.5 
