ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1016.8,1020.5,1018.2,4/11/15 09:44,1014.9,4/11/15 15:59,16.0,16.8,4/11/15 11:31,15.2,4/11/15 01:19,14.1,88,83,4/11/15 00:01,2.8,80,9.9,80,4/11/15 02:33,21.2,22.9,1.0,4/11/15 04:35,2.2,4/11/15 06:01,0.0,0.0,2.78,8.2,-0.5
12,1014.9,1018.5,1016.9,4/12/15 00:18,1013.6,4/12/15 15:58,17.7,20.0,4/12/15 11:06,16.3,4/12/15 00:01,16.5,93,87,4/12/15 11:38,0.5,100,3.5,60,4/12/15 12:47,4.6,7.6,1.0,4/12/15 14:09,2.6,4/12/15 13:36,0.0,0.0,3.19,4.5,-0.5
13,1014.7,1018.3,1017.0,4/13/15 09:49,1012.1,4/13/15 16:02,18.6,22.7,4/13/15 14:56,15.8,4/13/15 23:53,13.6,74,55,4/13/15 14:39,1.9,80,8.7,70,4/13/15 17:13,0.0,0.0,0.0,,0.0,,4.7,37.2,16.45,12.5,1.4
14,1013.9,1017.5,1015.5,4/14/15 00:01,1012.1,4/14/15 13:55,19.0,25.1,4/14/15 13:10,14.4,4/14/15 05:36,9.4,57,31,4/14/15 13:33,2.2,290,12.4,270,4/14/15 09:57,0.0,0.0,0.0,,0.0,,11.1,87.7,26.91,16.8,3.9
15,1012.8,1016.3,1014.2,4/15/15 08:55,1010.9,4/15/15 16:39,20.8,28.6,4/15/15 12:22,13.6,4/15/15 05:55,9.5,51,20,4/15/15 11:11,1.4,160,7.6,330,4/15/15 13:09,0.0,0.0,0.0,,0.0,,11.1,87.6,26.38,19.6,4.4
16,1011.3,1014.8,1013.3,4/16/15 00:03,1009.1,4/16/15 15:04,23.7,30.1,4/16/15 13:20,18.1,4/16/15 05:11,16.3,64,47,4/16/15 14:45,1.4,290,8.0,280,4/16/15 12:26,0.0,0.0,0.0,,0.0,,6.9,54.3,20.06,16.8,3.1
17,1010.4,1013.9,1012.1,4/17/15 08:12,1008.6,4/17/15 16:27,23.7,30.2,4/17/15 11:34,19.7,4/17/15 04:23,19.3,77,61,4/17/15 10:37,0.9,160,7.1,300,4/17/15 12:04,0.0,0.0,0.0,,0.0,,4.1,32.2,17.23,9.9,4.2
18,1007.6,1011.0,1010.2,4/18/15 00:04,1005.3,4/18/15 16:31,25.3,31.1,4/18/15 11:56,22.0,4/18/15 05:13,21.8,82,60,4/18/15 12:23,0.8,150,6.6,320,4/18/15 13:01,12.9,4.7,3.7,4/18/15 17:30,9.6,4/18/15 17:00,1.3,10.2,13.18,7.5,-1.7
19,1003.6,1007.1,1006.6,4/19/15 00:03,1001.9,4/19/15 14:39,25.7,31.4,4/19/15 12:19,23.1,4/19/15 23:26,22.8,84,61,4/19/15 12:19,1.0,150,6.6,80,4/19/15 14:30,8.7,2.6,2.0,4/19/15 18:34,5.2,4/19/15 16:32,1.4,11.0,10.00,14.6,-2.7
20,1004.1,1007.6,1011.3,4/20/15 22:19,1000.3,4/20/15 04:08,24.9,32.4,4/20/15 10:53,18.1,4/20/15 23:34,19.8,75,40,4/20/15 11:29,2.6,280,17.6,80,4/20/15 19:49,12.1,4.0,4.7,4/20/15 21:31,9.7,4/20/15 20:45,1.2,9.4,9.85,14.9,-2.1
21,1011.9,1015.5,1014.7,4/21/15 23:08,1008.9,4/21/15 01:18,18.4,19.7,4/21/15 13:35,17.2,4/21/15 04:30,15.6,84,77,4/21/15 14:49,4.1,80,12.0,80,4/21/15 17:01,11.4,6.4,1.5,4/21/15 02:46,5.0,4/21/15 03:26,0.0,0.0,5.20,8.8,-1.5
22,1015.8,1019.4,1017.9,4/22/15 21:31,1013.5,4/22/15 02:23,19.6,21.9,4/22/15 13:15,17.7,4/22/15 01:40,15.3,77,67,4/22/15 14:33,3.4,80,12.3,80,4/22/15 15:08,T,5.6,T,4/22/15 01:10,T,4/22/15 01:10,0.0,0.0,9.06,14.3,3.3
23,1014.8,1018.3,1016.2,4/23/15 00:02,1013.1,4/23/15 13:45,22.8,26.6,4/23/15 12:44,19.5,4/23/15 00:13,18.2,75,70,4/23/15 12:15,4.3,80,11.5,80,4/23/15 13:57,0.0,0.0,0.0,,0.0,,1.1,8.6,13.89,16.5,2.4
24,1014.0,1017.5,1015.6,4/24/15 21:35,1012.3,4/24/15 14:35,23.3,28.1,4/24/15 11:35,21.5,4/24/15 05:43,19.5,79,72,4/24/15 12:40,2.6,80,11.7,90,4/24/15 16:30,0.0,0.0,0.0,,0.0,,1.2,9.3,13.44,14.3,2.9
25,1014.2,1017.8,1015.6,4/25/15 11:06,1012.6,4/25/15 03:22,22.4,24.4,4/25/15 13:28,21.5,4/25/15 00:18,17.0,72,63,4/25/15 14:16,4.4,80,15.2,80,4/25/15 13:01,0.0,0.0,0.0,,0.0,,1.9,14.7,15.57,15.8,3.4
26,1012.4,1015.9,1014.5,4/26/15 08:28,1010.2,4/26/15 15:47,25.0,29.5,4/26/15 12:09,21.2,4/26/15 03:53,18.2,66,56,4/26/15 12:51,3.1,80,11.1,80,4/26/15 01:02,0.0,0.0,0.0,,0.0,,5.2,40.2,21.44,18.6,5.1
27,1010.1,1013.6,1012.5,4/27/15 08:20,1008.0,4/27/15 15:53,26.2,31.3,4/27/15 12:16,23.0,4/27/15 04:52,20.3,70,58,4/27/15 11:24,1.2,160,7.6,10,4/27/15 16:21,0.0,0.0,0.0,,0.0,,4.7,36.3,20.29,13.5,5.2
28,1007.5,1011.0,1009.0,4/28/15 07:29,1005.8,4/28/15 14:58,25.8,30.0,4/28/15 11:57,23.2,4/28/15 06:08,21.0,75,63,4/28/15 09:46,1.2,310,8.9,320,4/28/15 18:24,T,0.3,T,4/28/15 23:40,T,4/28/15 23:40,1.8,13.9,11.59,8.4,-2.3
29,1007.1,1010.6,1009.1,4/29/15 23:00,1005.5,4/29/15 00:17,26.3,31.0,4/29/15 15:08,23.9,4/29/15 03:44,21.9,77,62,4/29/15 15:03,1.2,270,8.3,330,4/29/15 12:09,0.1,2.8,T,4/29/15 01:20,0.1,4/29/15 01:25,2.5,19.2,14.03,8.4,1.7
30,1009.2,1012.7,1010.8,4/30/15 09:51,1007.7,4/30/15 02:02,24.0,27.2,4/30/15 12:24,22.3,4/30/15 20:16,19.4,75,67,4/30/15 12:00,4.1,80,11.1,90,4/30/15 16:58,0.0,0.0,0.0,,0.0,,8.3,63.8,24.70,7.0,6.6
