ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
12,1006.3,1009.8,1008.9,4/12/16 00:02,1003.8,4/12/16 17:16,22.9,27.6,4/12/16 13:01,20.3,4/12/16 02:00,19.2,80,66,4/12/16 15:11,1.1,60,6.3,320,4/12/16 13:01,2.0,1.6,0.8,4/12/16 23:48,1.5,4/12/16 22:59,1.3,10.3,11.95,8.1,-2.0
13,1003.0,1006.5,1006.0,4/13/16 23:56,999.5,4/13/16 13:15,22.2,25.3,4/13/16 09:33,20.9,4/13/16 07:00,20.6,91,75,4/13/16 09:30,1.1,250,13.2,270,4/13/16 11:01,56.3,13.5,2.0,4/13/16 17:10,8.1,4/13/16 06:01,1.7,13.5,3.96,10.8,X
14,1008.7,1012.2,1011.4,4/14/16 23:29,1005.6,4/14/16 02:32,21.1,23.1,4/14/16 09:47,19.5,4/14/16 23:57,19.6,91,80,4/14/16 13:04,2.9,60,11.8,50,4/14/16 23:56,23.0,15.2,5.5,4/14/16 17:09,11.5,4/14/16 16:24,0.0,0.0,4.55,7.2,-1.9
15,1010.6,1014.2,1012.1,4/15/16 08:18,1008.5,4/15/16 14:26,21.6,23.9,4/15/16 12:07,18.3,4/15/16 02:39,19.4,87,80,4/15/16 11:24,3.2,60,13.1,70,4/15/16 05:32,7.1,4.1,2.5,4/15/16 00:53,3.3,4/15/16 16:50,0.0,0.0,4.17,12.0,-1.7
16,1007.3,1010.8,1009.9,4/16/16 01:29,1004.2,4/16/16 16:53,25.1,28.9,4/16/16 12:29,21.7,4/16/16 05:16,21.7,82,69,4/16/16 19:31,1.0,90,6.5,290,4/16/16 13:12,T,1.0,T,4/16/16 00:10,T,4/16/16 00:10,2.3,18.1,11.64,7.6,-0.1
17,1009.9,1013.4,1012.1,4/17/16 10:23,1008.1,4/17/16 17:09,22.7,24.9,4/17/16 07:29,20.9,4/17/16 15:17,19.8,84,75,4/17/16 12:20,2.9,60,13.2,50,4/17/16 12:53,2.4,5.2,0.8,4/17/16 08:39,1.5,4/17/16 08:30,0.1,0.8,5.54,9.4,-2.9
18,1013.6,1017.2,1017.9,4/18/16 21:32,1007.7,4/18/16 02:30,19.4,22.8,4/18/16 09:34,17.1,4/18/16 16:23,17.6,89,81,4/18/16 22:22,2.2,90,17.0,310,4/18/16 04:47,6.9,14.1,1.2,4/18/16 05:22,2.6,4/18/16 05:22,0.0,0.0,2.96,13.6,-1.5
19,1015.8,1019.4,1018.0,4/19/16 08:35,1013.8,4/19/16 16:02,22.2,26.1,4/19/16 16:33,18.0,4/19/16 00:01,16.9,72,62,4/19/16 16:57,4.3,60,14.8,50,4/19/16 12:18,0.0,0.0,0.0,,0.0,,10.2,79.9,27.02,31.0,4.0
20,1011.7,1015.2,1015.0,4/20/16 00:01,1009.4,4/20/16 16:56,25.8,32.8,4/20/16 12:50,20.9,4/20/16 05:08,19.5,69,49,4/20/16 13:23,1.0,160,8.9,290,4/20/16 14:44,0.0,0.0,0.0,,0.0,,8.7,68.0,22.32,12.8,3.8
21,1008.2,1011.7,1010.6,4/21/16 00:02,1006.3,4/21/16 15:34,27.7,33.1,4/21/16 11:57,23.1,4/21/16 05:11,22.1,72,56,4/21/16 11:42,1.0,150,6.9,340,4/21/16 14:26,0.0,0.0,0.0,,0.0,,2.6,20.3,16.76,9.4,3.9
22,1007.5,1011.0,1008.8,4/22/16 21:29,1006.2,4/22/16 15:01,27.0,31.8,4/22/16 10:46,24.4,4/22/16 23:58,21.7,73,60,4/22/16 10:46,1.3,130,6.8,330,4/22/16 12:12,0.0,0.0,0.0,,0.0,,2.3,17.9,11.75,9.6,1.3
23,1006.8,1010.3,1008.2,4/23/16 07:16,1005.2,4/23/16 16:07,27.1,33.2,4/23/16 11:12,23.3,4/23/16 05:19,21.4,72,54,4/23/16 11:38,1.1,160,8.2,260,4/23/16 15:53,T,0.3,T,4/23/16 16:48,T,4/23/16 16:48,2.7,21.0,15.37,12.4,-3.0
24,1007.3,1010.8,1009.2,4/24/16 10:53,1005.4,4/24/16 14:49,25.9,30.2,4/24/16 15:02,24.1,4/24/16 10:52,22.0,80,60,4/24/16 15:40,1.2,60,7.0,50,4/24/16 18:33,3.1,7.0,1.1,4/24/16 09:50,1.9,4/24/16 09:09,0.9,7.0,8.80,13.8,-1.4
25,1009.0,1012.5,1011.0,4/25/16 21:35,1007.5,4/25/16 03:28,25.5,30.6,4/25/16 10:57,23.1,4/25/16 03:00,21.2,78,61,4/25/16 11:58,1.7,60,7.3,50,4/25/16 16:56,1.4,1.2,0.5,4/25/16 01:02,1.4,4/25/16 00:46,1.6,12.4,11.00,7.0,-1.6
26,1007.6,1011.1,1010.0,4/26/16 00:14,1005.0,4/26/16 16:49,26.6,32.9,4/26/16 12:04,22.8,4/26/16 04:52,21.4,74,57,4/26/16 11:44,1.1,60,6.1,320,4/26/16 13:25,1.3,1.7,0.5,4/26/16 20:09,1.3,4/26/16 20:01,3.7,28.6,13.52,8.6,X
27,1004.4,1007.9,1006.2,4/27/16 00:01,1002.3,4/27/16 14:24,26.9,32.8,4/27/16 13:26,23.4,4/27/16 03:51,21.7,74,50,4/27/16 13:36,1.3,270,10.6,320,4/27/16 02:30,48.3,6.0,17.0,4/27/16 02:29,36.0,4/27/16 02:25,1.4,10.8,11.75,18.6,-1.4
28,1009.2,1012.8,1013.5,4/28/16 21:43,1004.0,4/28/16 01:34,22.2,27.0,4/28/16 00:01,19.5,4/28/16 23:46,17.0,73,64,4/28/16 22:27,3.2,60,12.2,60,4/28/16 15:05,7.0,5.0,1.5,4/28/16 02:18,3.5,4/28/16 05:25,0.0,0.0,4.66,7.2,-3.0
29,1012.6,1016.2,1014.3,4/29/16 08:58,1011.1,4/29/16 23:49,22.4,27.0,4/29/16 13:32,19.4,4/29/16 01:46,13.6,58,47,4/29/16 14:45,3.7,50,12.4,10,4/29/16 14:15,0.0,0.0,0.0,,0.0,,10.4,80.0,25.49,8.0,4.9
30,1010.3,1013.8,1011.8,4/30/16 22:14,1008.8,4/30/16 14:08,23.7,29.4,4/30/16 13:37,20.7,4/30/16 00:24,17.0,67,51,4/30/16 13:32,1.3,160,7.5,60,4/30/16 00:07,0.6,10.0,0.1,4/30/16 18:02,0.4,4/30/16 17:30,0.1,0.8,8.94,9.6,-0.6
