ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1013.5,1017.1,1015.8,1/11/16 21:39,1011.5,1/11/16 12:24,17.4,20.2,1/11/16 00:01,16.4,1/11/16 19:15,15.8,90,85,1/11/16 07:11,1.3,270,7.5,300,1/11/16 14:54,22.5,8.4,2.0,1/11/16 12:41,6.0,1/11/16 12:20,0.0,0.0,0.60,5.8,-2.4
12,1017.1,1020.7,1018.5,1/12/16 21:54,1015.4,1/12/16 00:01,16.0,17.5,1/12/16 12:14,14.5,1/12/16 22:59,13.7,86,75,1/12/16 13:35,2.5,60,11.7,70,1/12/16 16:50,4.5,9.7,1.0,1/12/16 04:35,1.4,1/12/16 03:50,0.0,0.0,3.04,16.6,-0.8
13,1018.2,1021.9,1019.6,1/13/16 09:39,1016.3,1/13/16 14:49,14.3,15.2,1/13/16 12:00,13.6,1/13/16 20:45,11.9,85,78,1/13/16 15:40,2.5,60,9.4,60,1/13/16 14:00,3.0,6.9,1.5,1/13/16 00:40,2.5,1/13/16 00:35,0.0,0.0,3.58,14.0,-0.3
14,1017.1,1020.8,1019.6,1/14/16 09:27,1014.6,1/14/16 23:59,14.7,15.6,1/14/16 23:02,13.3,1/14/16 03:03,11.3,80,76,1/14/16 07:43,2.3,70,9.3,80,1/14/16 14:33,0.0,0.0,0.0,,0.0,,0.0,0.0,2.10,6.0,-1.0
15,1013.3,1016.9,1014.9,1/15/16 08:29,1011.2,1/15/16 14:31,15.8,17.1,1/15/16 10:48,14.3,1/15/16 03:21,13.5,87,80,1/15/16 00:09,0.9,180,5.7,40,1/15/16 00:24,2.5,14.0,0.4,1/15/16 15:50,0.8,1/15/16 15:50,0.0,0.0,1.56,4.6,-0.2
16,1011.8,1015.4,1015.3,1/16/16 09:09,1008.0,1/16/16 23:52,18.1,21.3,1/16/16 14:05,15.3,1/16/16 02:52,15.6,85,74,1/16/16 13:57,2.8,60,10.4,60,1/16/16 12:23,T,0.5,T,1/16/16 08:45,T,1/16/16 08:45,1.8,16.8,9.43,24.1,-1.4
17,1007.6,1011.3,1012.9,1/17/16 23:55,1004.4,1/17/16 14:04,17.1,19.2,1/17/16 15:08,13.8,1/17/16 22:55,15.8,92,87,1/17/16 00:02,1.1,270,8.8,320,1/17/16 08:53,33.5,16.0,2.5,1/17/16 22:43,6.5,1/17/16 09:29,0.2,1.9,3.29,6.0,-0.4
18,1015.4,1019.1,1018.0,1/18/16 20:58,1012.7,1/18/16 00:01,14.8,17.9,1/18/16 12:16,12.8,1/18/16 02:06,10.2,75,63,1/18/16 15:58,2.8,60,11.8,10,1/18/16 14:43,0.2,1.3,0.1,1/18/16 00:10,0.2,1/18/16 00:10,0.6,5.6,7.43,12.4,-3.0
19,1019.8,1023.5,1022.0,1/19/16 21:50,1017.2,1/19/16 01:53,13.5,15.5,1/19/16 00:01,12.8,1/19/16 17:11,11.0,85,68,1/19/16 00:01,3.3,60,11.9,40,1/19/16 19:27,9.5,13.3,2.0,1/19/16 23:42,2.5,1/19/16 09:11,0.0,0.0,0.39,3.8,X
20,1019.4,1023.0,1022.8,1/20/16 04:52,1015.8,1/20/16 23:50,14.8,17.3,1/20/16 22:43,12.6,1/20/16 02:30,12.8,88,84,1/20/16 08:11,4.0,70,12.8,70,1/20/16 09:50,6.0,14.0,1.5,1/20/16 00:34,3.5,1/20/16 00:18,0.0,0.0,3.21,16.8,-0.5
21,1014.9,1018.5,1017.2,1/21/16 22:54,1012.9,1/21/16 14:49,16.3,17.5,1/21/16 09:04,14.7,1/21/16 23:44,15.0,92,89,1/21/16 08:48,1.3,70,6.6,80,1/21/16 23:57,14.7,15.4,2.0,1/21/16 11:04,5.5,1/21/16 10:44,0.0,0.0,1.79,7.9,-0.4
22,1015.6,1019.2,1018.2,1/22/16 23:06,1011.9,1/22/16 16:07,15.1,16.4,1/22/16 12:24,13.8,1/22/16 07:12,13.6,91,86,1/22/16 13:17,2.7,60,10.8,50,1/22/16 11:03,33.0,15.9,2.6,1/22/16 19:52,6.5,1/22/16 20:47,0.0,0.0,1.30,9.6,X
23,1024.4,1028.2,1030.6,1/23/16 23:37,1017.4,1/23/16 00:01,10.6,14.6,1/23/16 00:02,7.3,1/23/16 23:12,8.3,86,76,1/23/16 23:58,1.8,20,10.6,20,1/23/16 14:29,36.5,24.0,1.5,1/23/16 00:14,5.5,1/23/16 00:13,0.0,0.0,0.20,9.2,-0.3
24,1032.0,1035.9,1033.5,1/24/16 09:01,1029.8,1/24/16 00:35,5.6,7.6,1/24/16 00:01,4.0,1/24/16 05:19,1.3,74,60,1/24/16 18:30,2.0,320,9.7,310,1/24/16 10:03,6.0,9.4,0.5,1/24/16 06:40,1.8,1/24/16 06:00,0.0,0.0,3.23,19.0,-2.5
25,1030.2,1034.0,1032.9,1/25/16 09:17,1027.5,1/25/16 23:36,7.8,9.9,1/25/16 21:20,5.3,1/25/16 05:52,1.8,66,58,1/25/16 03:54,2.1,60,7.6,40,1/25/16 20:49,0.0,0.0,0.0,,0.0,,0.1,0.9,3.48,23.0,0.1
26,1023.8,1027.5,1027.6,1/26/16 00:01,1020.6,1/26/16 15:42,14.8,19.9,1/26/16 15:02,8.6,1/26/16 01:29,8.7,67,60,1/26/16 11:35,2.8,120,12.0,70,1/26/16 12:16,0.0,0.0,0.0,,0.0,,7.7,71.0,16.74,27.6,2.4
27,1019.3,1022.9,1021.9,1/27/16 09:24,1016.6,1/27/16 15:20,18.3,23.6,1/27/16 13:15,14.1,1/27/16 04:10,13.7,75,62,1/27/16 13:12,1.5,90,9.3,60,1/27/16 14:10,T,1.0,T,1/27/16 09:50,T,1/27/16 09:50,0.6,5.5,8.70,20.8,-0.5
28,1016.3,1019.9,1018.9,1/28/16 00:06,1013.1,1/28/16 14:29,17.5,19.5,1/28/16 13:54,16.2,1/28/16 04:32,15.8,90,85,1/28/16 04:09,1.0,250,8.2,290,1/28/16 17:24,2.1,11.0,0.3,1/28/16 11:40,0.8,1/28/16 11:03,0.1,0.9,3.52,6.4,-1.8
29,1014.8,1018.4,1019.1,1/29/16 09:26,1012.5,1/29/16 01:55,17.4,18.1,1/29/16 13:13,17.0,1/29/16 05:15,16.2,93,89,1/29/16 01:05,1.4,190,9.9,310,1/29/16 08:50,21.5,18.4,2.5,1/29/16 09:25,4.0,1/29/16 09:22,0.0,0.0,2.38,9.7,-0.3
30,1018.0,1021.6,1020.7,1/30/16 20:14,1014.3,1/30/16 02:55,16.4,17.4,1/30/16 12:10,15.6,1/30/16 14:35,14.7,90,81,1/30/16 19:54,1.8,60,8.8,40,1/30/16 22:36,8.9,7.0,1.0,1/30/16 04:26,2.0,1/30/16 03:52,0.0,0.0,1.23,15.6,-0.7
31,1018.2,1021.8,1021.5,1/31/16 09:32,1014.8,1/31/16 15:59,17.7,19.9,1/31/16 13:25,16.0,1/31/16 01:22,14.4,81,71,1/31/16 12:58,4.3,60,15.5,70,1/31/16 13:05,T,5.6,T,1/31/16 18:40,T,1/31/16 18:40,2.3,21.0,11.18,18.6,-1.2
