ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1005.4 ,1008.9 ,1007.7 ,9/11/16 23:11,1003.4 ,9/11/16 13:54,28.6 ,34.6 ,9/11/16 11:41,25.0 ,9/11/16 03:56,24.2 ,78 ,58 ,9/11/16 11:49,1.1 ,160 ,7.4 ,300 ,9/11/16 13:33,0.0 ,0.0 ,0.0 ,,0.0 ,,6.1 ,49.5 ,17.60 ,19.0 ,-3.5 
12,1007.9 ,1011.4 ,1009.8 ,9/12/16 20:41,1006.2 ,9/12/16 02:28,27.3 ,32.3 ,9/12/16 11:26,25.8 ,9/12/16 15:13,23.7 ,81 ,68 ,9/12/16 11:26,1.4 ,60 ,7.0 ,330 ,9/12/16 12:09,5.5 ,3.7 ,3.0 ,9/12/16 13:10,4.0 ,9/12/16 12:34,0.6 ,4.9 ,7.72 ,8.2 ,-0.1 
13,1006.2 ,1009.7 ,1009.0 ,9/13/16 00:05,1003.6 ,9/13/16 14:41,28.8 ,33.6 ,9/13/16 13:29,25.8 ,9/13/16 02:33,23.5 ,74 ,60 ,9/13/16 15:22,2.8 ,60 ,13.2 ,60 ,9/13/16 14:54,2.0 ,2.2 ,1.0 ,9/13/16 17:46,1.3 ,9/13/16 17:40,7.6 ,61.9 ,22.89 ,21.2 ,-5.2 
14,998.8 ,1002.2 ,1004.5 ,9/14/16 00:01,993.1 ,9/14/16 15:04,28.1 ,29.9 ,9/14/16 12:21,25.6 ,9/14/16 12:57,23.0 ,74 ,65 ,9/14/16 20:31,6.6 ,60 ,23.1 ,50 ,9/14/16 15:18,18.9 ,8.5 ,6.0 ,9/14/16 12:23,7.5 ,9/14/16 12:14,0.0 ,0.0 ,3.04 ,12.0 ,X 
15,1001.4 ,1004.8 ,1003.6 ,9/15/16 21:56,998.8 ,9/15/16 02:20,28.7 ,30.4 ,9/15/16 12:10,26.5 ,9/15/16 00:47,23.2 ,73 ,67 ,9/15/16 02:22,2.2 ,110 ,14.2 ,80 ,9/15/16 02:45,0.6 ,5.6 ,0.3 ,9/15/16 00:30,0.4 ,9/15/16 00:25,0.1 ,0.8 ,6.60 ,20.6 ,-0.6 
16,1001.8 ,1005.3 ,1003.5 ,9/16/16 07:18,999.9 ,9/16/16 15:29,29.7 ,35.9 ,9/16/16 12:06,25.0 ,9/16/16 05:02,23.0 ,69 ,49 ,9/16/16 12:14,1.8 ,120 ,10.2 ,100 ,9/16/16 19:47,0.5 ,0.6 ,0.3 ,9/16/16 23:17,0.3 ,9/16/16 22:27,8.8 ,72.2 ,23.20 ,32.6 ,-4.3 
17,998.4 ,1001.9 ,1000.5 ,9/17/16 00:03,996.3 ,9/17/16 14:32,26.2 ,27.9 ,9/17/16 00:05,24.8 ,9/17/16 22:58,23.9 ,87 ,82 ,9/17/16 13:16,2.8 ,280 ,15.6 ,320 ,9/17/16 21:26,64.5 ,20.1 ,4.0 ,9/17/16 14:35,12.0 ,9/17/16 18:35,0.0 ,0.0 ,1.66 ,8.2 ,X 
18,1002.9 ,1006.4 ,1005.2 ,9/18/16 21:37,999.7 ,9/18/16 00:32,25.4 ,28.5 ,9/18/16 15:45,23.8 ,9/18/16 04:07,22.1 ,82 ,67 ,9/18/16 18:27,1.6 ,290 ,13.8 ,290 ,9/18/16 00:14,29.0 ,9.6 ,2.5 ,9/18/16 00:21,8.0 ,9/18/16 00:20,0.1 ,0.8 ,4.30 ,12.8 ,-1.4 
19,1005.7 ,1009.2 ,1008.6 ,9/19/16 20:45,1003.7 ,9/19/16 03:06,26.2 ,28.6 ,9/19/16 12:19,24.1 ,9/19/16 03:37,20.6 ,72 ,64 ,9/19/16 12:39,1.5 ,50 ,9.8 ,60 ,9/19/16 16:45,0.0 ,0.0 ,0.0 ,,0.0 ,,0.8 ,6.6 ,8.29 ,11.2 ,-0.4 
20,1009.9 ,1013.4 ,1011.9 ,9/20/16 21:27,1007.7 ,9/20/16 01:28,25.5 ,28.5 ,9/20/16 11:17,23.6 ,9/20/16 06:58,20.5 ,74 ,67 ,9/20/16 11:49,2.8 ,80 ,11.3 ,60 ,9/20/16 14:10,0.5 ,2.1 ,0.1 ,9/20/16 06:20,0.3 ,9/20/16 06:10,0.3 ,2.5 ,8.30 ,13.6 ,2.5 
21,1011.6 ,1015.1 ,1013.1 ,9/21/16 08:20,1010.2 ,9/21/16 14:55,26.9 ,30.8 ,9/21/16 12:17,24.4 ,9/21/16 05:44,20.7 ,69 ,56 ,9/21/16 13:27,3.6 ,60 ,11.7 ,50 ,9/21/16 09:46,0.0 ,0.0 ,0.0 ,,0.0 ,,8.7 ,72.1 ,22.23 ,26.0 ,3.9 
22,1010.5 ,1014.0 ,1011.6 ,9/22/16 09:54,1009.1 ,9/22/16 14:12,26.5 ,29.6 ,9/22/16 09:00,23.9 ,9/22/16 23:50,21.9 ,76 ,69 ,9/22/16 17:19,4.0 ,60 ,13.1 ,70 ,9/22/16 16:40,8.5 ,1.4 ,6.0 ,9/22/16 23:20,8.5 ,9/22/16 23:00,3.5 ,29.1 ,15.28 ,15.2 ,-3.6 
23,1009.1 ,1012.6 ,1011.3 ,9/23/16 00:02,1006.8 ,9/23/16 14:45,26.1 ,30.0 ,9/23/16 14:29,23.9 ,9/23/16 00:02,21.7 ,77 ,67 ,9/23/16 13:08,4.0 ,50 ,14.8 ,30 ,9/23/16 17:09,0.4 ,2.4 ,0.4 ,9/23/16 00:01,0.4 ,9/23/16 00:01,5.1 ,42.4 ,15.05 ,23.6 ,-3.5 
24,1007.3 ,1010.8 ,1009.2 ,9/24/16 00:01,1005.3 ,9/24/16 15:11,26.8 ,30.4 ,9/24/16 11:15,24.5 ,9/24/16 03:27,21.4 ,73 ,59 ,9/24/16 15:15,4.5 ,50 ,13.9 ,70 ,9/24/16 13:06,0.0 ,0.0 ,0.0 ,,0.0 ,,11.2 ,93.4 ,23.68 ,22.0 ,-4.9 
25,1006.3 ,1009.8 ,1008.0 ,9/25/16 08:54,1004.7 ,9/25/16 14:23,27.1 ,30.0 ,9/25/16 12:50,25.6 ,9/25/16 03:05,23.2 ,80 ,70 ,9/25/16 14:10,3.8 ,60 ,12.9 ,60 ,9/25/16 14:21,T ,2.3 ,T ,9/25/16 20:43,T ,9/25/16 20:43,2.4 ,20.0 ,14.10 ,12.8 ,-2.8 
26,1002.8 ,1006.2 ,1005.4 ,9/26/16 00:01,999.0 ,9/26/16 23:59,27.9 ,31.5 ,9/26/16 11:50,25.7 ,9/26/16 03:19,24.2 ,81 ,68 ,9/26/16 11:00,3.0 ,50 ,12.4 ,60 ,9/26/16 10:05,5.7 ,7.9 ,1.0 ,9/26/16 16:58,2.5 ,9/26/16 17:02,5.0 ,41.9 ,17.77 ,11.0 ,-1.3 
27,984.4 ,987.8 ,999.1 ,9/27/16 00:02,974.3 ,9/27/16 13:57,26.7 ,29.7 ,9/27/16 23:23,24.0 ,9/27/16 14:51,24.4 ,88 ,69 ,9/27/16 23:23,8.6 ,10 ,37.7 ,10 ,9/27/16 13:57,181.5 ,23.8 ,11.0 ,9/27/16 16:50,33.0 ,9/27/16 13:23,0.0 ,0.0 ,1.00 ,5.6 ,X 
28,994.2 ,997.6 ,1000.7 ,9/28/16 23:53,978.8 ,9/28/16 00:02,29.2 ,32.2 ,9/28/16 14:40,27.0 ,9/28/16 06:06,23.9 ,73 ,65 ,9/28/16 15:40,3.5 ,100 ,30.3 ,110 ,9/28/16 00:18,3.3 ,9.7 ,0.4 ,9/28/16 05:25,1.3 ,9/28/16 05:02,0.2 ,1.7 ,6.30 ,14.2 ,-2.4 
29,1003.0 ,1006.5 ,1006.2 ,9/29/16 21:19,999.8 ,9/29/16 01:20,28.8 ,33.3 ,9/29/16 13:04,26.7 ,9/29/16 00:54,23.7 ,74 ,62 ,9/29/16 10:40,1.0 ,300 ,8.3 ,310 ,9/29/16 14:16,0.0 ,0.0 ,0.0 ,,0.0 ,,1.2 ,10.1 ,11.55 ,12.2 ,1.2 
30,1006.0 ,1009.5 ,1008.5 ,9/30/16 21:26,1004.4 ,9/30/16 03:11,28.6 ,34.4 ,9/30/16 10:22,25.8 ,9/30/16 05:24,22.9 ,72 ,56 ,9/30/16 10:49,1.3 ,100 ,6.6 ,50 ,9/30/16 22:50,0.0 ,0.0 ,0.0 ,,0.0 ,,2.9 ,24.5 ,10.58 ,14.2 ,X 
