ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
22,1005.1 ,1008.5 ,1007.0 ,7/22/15 21:58,1003.4 ,7/22/15 14:23,30.1 ,35.7 ,7/22/15 13:33,27.5 ,7/22/15 04:29,24.1 ,71 ,50 ,7/22/15 13:29,1.2 ,80 ,7.4 ,280 ,7/22/15 13:43,2.5 ,1.5 ,1.5 ,7/22/15 16:15,2.4 ,7/22/15 15:48,3.8 ,28.3 ,18.04 ,17.6 ,-4.1 
23,1006.5 ,1010.0 ,1008.0 ,7/23/15 21:55,1005.5 ,7/23/15 02:44,28.4 ,35.8 ,7/23/15 11:58,25.1 ,7/23/15 14:04,24.3 ,79 ,55 ,7/23/15 10:25,1.0 ,170 ,7.2 ,340 ,7/23/15 12:57,68.0 ,4.3 ,22.5 ,7/23/15 13:33,53.0 ,7/23/15 13:19,4.9 ,36.6 ,15.71 ,12.8 ,-5.4 
24,1005.8 ,1009.3 ,1007.2 ,7/24/15 00:01,1003.9 ,7/24/15 14:57,29.0 ,35.0 ,7/24/15 13:40,25.2 ,7/24/15 05:21,24.2 ,76 ,55 ,7/24/15 11:39,1.3 ,170 ,7.8 ,100 ,7/24/15 15:40,0.5 ,0.4 ,0.5 ,7/24/15 15:17,0.5 ,7/24/15 15:17,7.4 ,55.3 ,22.63 ,14.3 ,-4.1 
25,1004.7 ,1008.1 ,1005.9 ,7/25/15 22:34,1003.0 ,7/25/15 15:55,30.2 ,36.5 ,7/25/15 12:54,26.5 ,7/25/15 04:32,23.9 ,70 ,46 ,7/25/15 12:16,1.3 ,170 ,8.4 ,40 ,7/25/15 13:48,0.0 ,0.0 ,0.0 ,,0.0 ,,7.4 ,55.4 ,23.99 ,13.9 ,4.7 
26,1006.9 ,1010.4 ,1009.1 ,7/26/15 21:42,1004.9 ,7/26/15 02:18,30.3 ,36.5 ,7/26/15 13:23,26.7 ,7/26/15 05:21,23.5 ,68 ,48 ,7/26/15 13:14,2.0 ,160 ,7.8 ,280 ,7/26/15 12:35,0.0 ,0.0 ,0.0 ,,0.0 ,,7.8 ,58.4 ,25.11 ,19.0 ,8.5 
27,1008.7 ,1012.2 ,1009.9 ,7/27/15 08:26,1006.9 ,7/27/15 14:17,28.8 ,35.5 ,7/27/15 12:47,26.3 ,7/27/15 04:40,23.5 ,73 ,55 ,7/27/15 12:51,1.5 ,160 ,7.9 ,160 ,7/27/15 15:30,6.0 ,1.7 ,3.5 ,7/27/15 14:46,5.9 ,7/27/15 14:22,4.7 ,35.2 ,17.13 ,25.6 ,-3.3 
28,1008.8 ,1012.3 ,1010.0 ,7/28/15 19:03,1006.7 ,7/28/15 14:13,28.0 ,36.7 ,7/28/15 12:53,24.2 ,7/28/15 19:18,22.7 ,75 ,43 ,7/28/15 12:26,1.3 ,160 ,12.0 ,190 ,7/28/15 15:04,45.0 ,2.9 ,20.0 ,7/28/15 15:04,33.5 ,7/28/15 14:54,7.1 ,53.3 ,20.47 ,35.0 ,-6.1 
29,1008.6 ,1012.0 ,1009.8 ,7/29/15 07:20,1006.5 ,7/29/15 16:51,28.6 ,35.1 ,7/29/15 12:50,24.3 ,7/29/15 04:52,23.2 ,74 ,49 ,7/29/15 12:58,0.9 ,160 ,6.5 ,220 ,7/29/15 20:04,4.5 ,1.2 ,2.5 ,7/29/15 20:02,4.5 ,7/29/15 19:34,6.1 ,45.9 ,21.65 ,29.0 ,-4.1 
30,1008.7 ,1012.1 ,1009.8 ,7/30/15 07:38,1007.5 ,7/30/15 14:36,28.0 ,34.4 ,7/30/15 12:12,25.0 ,7/30/15 16:03,23.8 ,79 ,61 ,7/30/15 11:16,1.2 ,170 ,7.9 ,170 ,7/30/15 15:56,4.3 ,1.8 ,1.0 ,7/30/15 15:01,4.0 ,7/30/15 14:40,6.0 ,45.2 ,18.01 ,13.6 ,-4.2 
31,1008.3 ,1011.7 ,1010.0 ,7/31/15 07:43,1006.6 ,7/31/15 14:53,29.2 ,34.9 ,7/31/15 12:54,24.7 ,7/31/15 04:43,22.9 ,70 ,55 ,7/31/15 14:27,1.1 ,170 ,7.2 ,330 ,7/31/15 14:12,0.0 ,0.0 ,0.0 ,,0.0 ,,7.2 ,54.3 ,22.02 ,15.6 ,4.5 
