ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
18,1008.7 ,1012.2 ,1010.6 ,6/18/16 21:33,1007.1 ,6/18/16 01:42,27.7 ,35.1 ,6/18/16 10:49,25.1 ,6/18/16 04:51,23.6 ,79 ,55 ,6/18/16 10:31,1.5 ,160 ,8.1 ,350 ,6/18/16 13:25,21.7 ,3.0 ,5.0 ,6/18/16 14:38,18.0 ,6/18/16 14:35,4.5 ,33.0 ,15.60 ,13.8 ,-2.2 
19,1008.0 ,1011.4 ,1009.5 ,6/19/16 07:33,1006.0 ,6/19/16 16:11,29.9 ,36.0 ,6/19/16 12:59,24.9 ,6/19/16 03:36,23.2 ,68 ,56 ,6/19/16 14:04,1.4 ,160 ,8.6 ,10 ,6/19/16 14:28,0.0 ,0.0 ,0.0 ,,0.0 ,,6.7 ,49.1 ,23.10 ,33.0 ,5.2 
20,1006.2 ,1009.7 ,1007.3 ,6/20/16 00:01,1004.7 ,6/20/16 14:50,29.9 ,37.1 ,6/20/16 11:19,27.2 ,6/20/16 23:58,23.5 ,69 ,51 ,6/20/16 11:11,1.6 ,160 ,8.7 ,320 ,6/20/16 12:15,0.0 ,0.0 ,0.0 ,,0.0 ,,7.5 ,54.9 ,25.35 ,18.6 ,5.2 
21,1006.2 ,1009.7 ,1007.4 ,6/21/16 07:56,1005.2 ,6/21/16 15:06,29.3 ,37.1 ,6/21/16 11:40,26.1 ,6/21/16 04:35,23.1 ,70 ,49 ,6/21/16 11:36,1.6 ,150 ,10.1 ,50 ,6/21/16 15:37,2.0 ,1.0 ,1.4 ,6/21/16 16:22,1.5 ,6/21/16 16:15,4.8 ,35.2 ,17.32 ,23.6 ,-3.6 
22,1005.4 ,1008.8 ,1006.9 ,6/22/16 07:58,1003.7 ,6/22/16 15:42,31.5 ,37.7 ,6/22/16 13:23,26.5 ,6/22/16 05:03,24.1 ,66 ,50 ,6/22/16 11:29,1.7 ,280 ,7.1 ,250 ,6/22/16 09:01,0.0 ,0.0 ,0.0 ,,0.0 ,,7.5 ,54.9 ,25.09 ,52.0 ,5.4 
23,1004.7 ,1008.1 ,1006.4 ,6/23/16 07:35,1003.3 ,6/23/16 16:09,31.1 ,37.3 ,6/23/16 12:58,28.1 ,6/23/16 05:29,25.0 ,70 ,54 ,6/23/16 12:07,1.3 ,160 ,8.4 ,310 ,6/23/16 13:13,0.4 ,0.7 ,0.3 ,6/23/16 15:05,0.4 ,6/23/16 14:50,4.7 ,34.4 ,17.44 ,14.8 ,-2.8 
24,1004.6 ,1008.1 ,1006.3 ,6/24/16 22:11,1003.0 ,6/24/16 15:03,30.2 ,36.7 ,6/24/16 11:56,27.0 ,6/24/16 16:37,23.8 ,70 ,49 ,6/24/16 10:50,1.8 ,160 ,7.8 ,220 ,6/24/16 10:32,4.5 ,1.6 ,2.5 ,6/24/16 15:16,4.5 ,6/24/16 15:09,5.3 ,38.8 ,17.63 ,26.0 ,-4.0 
25,1005.6 ,1009.0 ,1007.9 ,6/25/16 22:15,1003.9 ,6/25/16 04:36,30.4 ,36.4 ,6/25/16 11:34,26.8 ,6/25/16 05:22,23.9 ,69 ,50 ,6/25/16 11:35,1.4 ,160 ,7.7 ,270 ,6/25/16 14:45,0.0 ,0.0 ,0.0 ,,0.0 ,,5.3 ,38.8 ,19.16 ,35.0 ,5.7 
26,1006.4 ,1009.8 ,1007.5 ,6/26/16 00:01,1005.0 ,6/26/16 14:49,30.3 ,35.5 ,6/26/16 11:58,28.1 ,6/26/16 03:05,24.7 ,72 ,57 ,6/26/16 11:44,1.7 ,160 ,8.3 ,310 ,6/26/16 13:33,6.3 ,0.7 ,3.5 ,6/26/16 13:36,6.3 ,6/26/16 13:30,3.7 ,27.1 ,16.50 ,17.2 ,-2.5 
27,1005.5 ,1008.9 ,1007.3 ,6/27/16 22:31,1003.3 ,6/27/16 14:37,31.3 ,37.1 ,6/27/16 12:06,27.2 ,6/27/16 05:30,24.2 ,67 ,52 ,6/27/16 11:35,1.5 ,160 ,8.8 ,300 ,6/27/16 13:13,0.1 ,0.8 ,0.1 ,6/27/16 21:50,0.1 ,6/27/16 21:34,7.5 ,55.0 ,24.70 ,15.6 ,-5.4 
28,1007.4 ,1010.8 ,1010.2 ,6/28/16 22:47,1004.7 ,6/28/16 04:29,29.3 ,36.4 ,6/28/16 11:28,26.6 ,6/28/16 16:50,24.1 ,74 ,55 ,6/28/16 11:26,1.4 ,160 ,10.3 ,60 ,6/28/16 13:38,36.9 ,4.2 ,17.8 ,6/28/16 13:52,36.3 ,6/28/16 13:35,4.2 ,30.8 ,11.85 ,14.1 ,-2.8 
29,1009.2 ,1012.6 ,1012.6 ,6/29/16 23:22,1007.4 ,6/29/16 15:26,29.1 ,35.4 ,6/29/16 12:24,24.9 ,6/29/16 21:07,24.8 ,78 ,58 ,6/29/16 10:49,1.3 ,160 ,7.8 ,310 ,6/29/16 14:53,59.5 ,7.3 ,7.5 ,6/29/16 20:09,21.5 ,6/29/16 20:02,3.0 ,22.0 ,14.95 ,14.2 ,-16.4 
30,1008.8 ,1012.3 ,1012.0 ,6/30/16 00:02,1006.6 ,6/30/16 16:55,29.6 ,35.2 ,6/30/16 14:37,25.0 ,6/30/16 03:56,23.8 ,73 ,53 ,6/30/16 14:40,1.0 ,140 ,7.5 ,320 ,6/30/16 15:00,0.7 ,0.8 ,0.5 ,6/30/16 00:01,0.7 ,6/30/16 00:01,1.3 ,9.5 ,17.07 ,40.0 ,3.5 
