ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
13,1010.4,1013.9,1013.5,5/13/16 22:07,1008.3,5/13/16 02:59,27.7,33.2,5/13/16 10:59,24.2,5/13/16 04:12,21.5,69,55,5/13/16 10:54,3.2,60,14.6,50,5/13/16 14:38,2.4,0.6,1.5,5/13/16 18:28,2.4,5/13/16 18:05,9.1,68.5,25.20,21.0,-4.4
14,1011.2,1014.7,1013.1,5/14/16 09:24,1009.8,5/14/16 16:09,28.8,33.2,5/14/16 13:20,25.8,5/14/16 00:26,21.9,67,56,5/14/16 11:34,3.6,60,9.8,50,5/14/16 13:49,0.0,0.0,0.0,,0.0,,7.5,56.4,21.67,34.0,5.1
15,1008.3,1011.8,1010.3,5/15/16 00:02,1006.3,5/15/16 14:20,28.6,34.1,5/15/16 12:29,26.3,5/15/16 05:53,21.6,66,56,5/15/16 10:34,1.5,160,8.3,320,5/15/16 14:05,0.0,0.0,0.0,,0.0,,4.9,36.8,19.23,13.4,X
16,1010.1,1013.7,1012.6,5/16/16 21:03,1006.4,5/16/16 05:03,21.9,27.0,5/16/16 00:02,19.0,5/16/16 22:16,16.7,73,59,5/16/16 23:26,3.7,50,14.2,50,5/16/16 21:40,68.6,7.5,14.4,5/16/16 06:10,57.1,5/16/16 05:43,0.0,0.0,4.59,15.0,-2.6
17,1011.2,1014.8,1012.8,5/17/16 09:12,1010.1,5/17/16 16:06,20.7,21.6,5/17/16 22:00,19.0,5/17/16 00:47,15.3,71,60,5/17/16 01:55,3.9,60,11.8,50,5/17/16 12:03,T,1.1,T,5/17/16 08:39,T,5/17/16 08:25,0.0,0.0,6.84,22.0,-1.5
18,1009.8,1013.3,1011.4,5/18/16 09:34,1008.4,5/18/16 16:09,24.5,29.7,5/18/16 14:07,21.4,5/18/16 04:18,19.3,73,61,5/18/16 15:13,1.9,60,9.2,50,5/18/16 00:02,0.0,0.0,0.0,,0.0,,1.5,11.2,14.56,14.0,1.3
19,1007.9,1011.4,1009.4,5/19/16 00:01,1006.3,5/19/16 15:09,24.9,28.2,5/19/16 13:51,23.0,5/19/16 03:47,19.1,70,64,5/19/16 15:08,2.1,60,8.0,40,5/19/16 14:24,0.0,0.0,0.0,,0.0,,2.0,15.0,13.65,12.6,4.1
20,1006.4,1009.9,1007.8,5/20/16 22:35,1004.9,5/20/16 14:53,26.0,31.8,5/20/16 12:55,22.6,5/20/16 04:59,19.6,68,57,5/20/16 12:19,1.9,50,7.7,40,5/20/16 20:35,0.0,0.0,0.0,,0.0,,4.0,29.9,18.29,14.4,-2.8
21,1006.7,1010.2,1007.9,5/21/16 22:09,1005.5,5/21/16 02:59,26.4,29.6,5/21/16 12:17,24.6,5/21/16 00:22,21.4,74,67,5/21/16 16:54,1.4,60,7.3,40,5/21/16 08:34,0.5,13.8,0.5,5/21/16 15:51,0.5,5/21/16 15:01,0.0,0.0,6.20,10.8,-0.3
22,1006.2,1009.7,1007.5,5/22/16 00:02,1004.6,5/22/16 17:33,26.8,29.2,5/22/16 13:09,25.0,5/22/16 03:24,22.3,77,63,5/22/16 13:12,2.3,60,10.1,60,5/22/16 14:19,0.2,4.0,0.2,5/22/16 20:07,0.2,5/22/16 19:30,0.0,0.0,7.65,14.0,-1.7
23,1005.9,1009.4,1007.0,5/23/16 00:01,1004.0,5/23/16 15:13,26.4,30.6,5/23/16 12:47,24.9,5/23/16 19:14,23.0,82,69,5/23/16 12:38,2.8,50,10.7,30,5/23/16 15:08,6.8,10.8,1.0,5/23/16 18:38,2.5,5/23/16 17:38,3.8,28.3,18.74,10.2,-3.7
24,1005.0,1008.5,1006.2,5/24/16 22:04,1003.6,5/24/16 16:06,25.5,28.1,5/24/16 12:39,24.9,5/24/16 23:15,22.4,83,76,5/24/16 17:04,3.4,50,11.1,60,5/24/16 13:19,0.5,3.4,0.1,5/24/16 09:30,0.5,5/24/16 09:20,0.0,0.0,8.07,14.6,-1.3
25,1005.9,1009.4,1007.4,5/25/16 21:41,1004.4,5/25/16 15:39,26.3,30.1,5/25/16 12:36,24.8,5/25/16 00:39,22.1,78,68,5/25/16 13:04,2.1,60,6.8,60,5/25/16 09:39,T,1.6,T,5/25/16 05:06,T,5/25/16 05:06,0.2,1.5,11.36,8.6,1.8
26,1006.2,1009.7,1007.6,5/26/16 22:21,1005.2,5/26/16 12:21,28.7,34.9,5/26/16 12:06,24.5,5/26/16 04:43,22.8,71,53,5/26/16 12:05,1.1,60,6.6,310,5/26/16 13:10,0.0,0.0,0.0,,0.0,,5.4,40.1,17.85,9.0,3.6
27,1006.9,1010.4,1008.4,5/27/16 21:54,1005.4,5/27/16 15:41,28.4,35.1,5/27/16 12:06,25.7,5/27/16 04:56,23.7,76,56,5/27/16 12:11,1.2,160,6.8,290,5/27/16 14:31,22.5,4.9,8.0,5/27/16 16:34,16.5,5/27/16 16:01,3.2,23.7,12.14,9.4,-3.8
28,1005.2,1008.6,1007.8,5/28/16 00:01,1003.1,5/28/16 15:51,29.9,36.2,5/28/16 12:15,25.7,5/28/16 04:19,24.5,74,47,5/28/16 12:04,1.2,100,8.1,270,5/28/16 14:16,0.5,3.3,0.3,5/28/16 18:10,0.5,5/28/16 18:10,6.1,45.2,19.12,22.0,-4.2
29,1003.0,1006.5,1004.7,5/29/16 00:01,1001.1,5/29/16 15:26,31.7,36.7,5/29/16 12:39,27.0,5/29/16 05:25,23.8,64,47,5/29/16 11:27,2.4,270,11.8,270,5/29/16 14:47,0.0,0.0,0.0,,0.0,,9.2,68.1,26.71,35.0,5.9
30,1004.8,1008.2,1006.8,5/30/16 22:08,1003.3,5/30/16 02:48,31.1,35.8,5/30/16 13:07,28.9,5/30/16 22:45,24.2,67,55,5/30/16 11:56,1.6,270,10.0,270,5/30/16 14:05,0.0,0.0,0.0,,0.0,,3.7,27.4,17.30,22.0,-4.0
31,1004.7,1008.1,1006.8,5/31/16 07:24,1002.7,5/31/16 16:15,31.8,37.3,5/31/16 15:14,27.7,5/31/16 05:08,23.9,64,50,5/31/16 15:00,1.6,280,8.5,260,5/31/16 12:31,T,0.5,T,5/31/16 00:25,T,5/31/16 00:04,7.2,53.2,21.68,24.8,4.9
