ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
17,998.7 ,1002.1 ,999.9 ,8/17/16 07:20,997.3 ,8/17/16 15:23,29.9 ,34.5 ,8/17/16 11:04,27.5 ,8/17/16 05:05,23.6 ,69 ,56 ,8/17/16 10:48,1.3 ,70 ,6.6 ,40 ,8/17/16 16:42,0.1 ,0.5 ,0.1 ,8/17/16 11:59,0.1 ,8/17/16 11:55,2.2 ,17.0 ,9.39 ,30.0 ,-3.1 
18,999.5 ,1002.9 ,1001.7 ,8/18/16 22:57,997.8 ,8/18/16 02:21,29.6 ,34.0 ,8/18/16 13:37,26.5 ,8/18/16 11:09,24.1 ,73 ,63 ,8/18/16 09:25,1.1 ,160 ,8.1 ,290 ,8/18/16 11:03,19.7 ,1.7 ,11.5 ,8/18/16 11:02,19.5 ,8/18/16 10:35,3.9 ,30.2 ,14.02 ,24.0 ,-2.2 
19,1001.5 ,1004.9 ,1003.1 ,8/19/16 22:00,999.9 ,8/19/16 14:01,29.2 ,35.4 ,8/19/16 13:14,26.1 ,8/19/16 17:04,23.7 ,73 ,59 ,8/19/16 15:36,1.5 ,160 ,8.9 ,150 ,8/19/16 16:11,2.0 ,0.6 ,2.0 ,8/19/16 16:13,2.0 ,8/19/16 16:13,1.5 ,11.6 ,14.38 ,18.6 ,-4.1 
20,1000.8 ,1004.2 ,1002.7 ,8/20/16 00:21,998.3 ,8/20/16 16:53,30.0 ,36.7 ,8/20/16 13:00,25.8 ,8/20/16 04:20,23.8 ,70 ,52 ,8/20/16 11:17,1.6 ,160 ,7.4 ,300 ,8/20/16 13:25,0.0 ,0.0 ,0.0 ,,0.0 ,,7.7 ,59.9 ,21.76 ,12.0 ,-6.5 
21,999.5 ,1002.9 ,1000.6 ,8/21/16 08:10,998.4 ,8/21/16 15:14,30.4 ,35.6 ,8/21/16 11:23,27.2 ,8/21/16 04:20,23.9 ,69 ,53 ,8/21/16 11:20,2.2 ,60 ,10.3 ,20 ,8/21/16 14:14,0.0 ,0.0 ,0.0 ,,0.0 ,,8.3 ,64.7 ,19.75 ,16.0 ,2.9 
22,1001.0 ,1004.4 ,1002.3 ,8/22/16 08:28,999.9 ,8/22/16 15:22,30.9 ,35.8 ,8/22/16 11:34,27.4 ,8/22/16 05:38,22.7 ,62 ,50 ,8/22/16 10:24,2.5 ,60 ,12.0 ,50 ,8/22/16 14:02,0.0 ,0.0 ,0.0 ,,0.0 ,,10.9 ,85.1 ,25.65 ,28.0 ,6.5 
23,1000.5 ,1003.9 ,1002.4 ,8/23/16 08:30,998.8 ,8/23/16 16:04,30.8 ,36.6 ,8/23/16 12:05,26.8 ,8/23/16 05:56,23.0 ,64 ,46 ,8/23/16 10:15,2.1 ,70 ,9.4 ,40 ,8/23/16 18:23,0.5 ,0.3 ,0.4 ,8/23/16 14:12,0.5 ,8/23/16 13:42,6.6 ,51.6 ,17.03 ,26.0 ,-3.6 
24,999.8 ,1003.2 ,1000.9 ,8/24/16 20:48,998.4 ,8/24/16 14:17,30.8 ,35.9 ,8/24/16 13:44,27.5 ,8/24/16 05:29,23.0 ,64 ,47 ,8/24/16 16:41,2.0 ,160 ,10.2 ,60 ,8/24/16 13:32,0.0 ,0.0 ,0.0 ,,0.0 ,,6.6 ,51.7 ,18.82 ,18.2 ,4.8 
25,1000.0 ,1003.4 ,1001.4 ,8/25/16 08:01,998.3 ,8/25/16 16:25,30.9 ,37.6 ,8/25/16 13:10,26.3 ,8/25/16 05:08,23.0 ,63 ,46 ,8/25/16 14:01,1.4 ,300 ,7.2 ,310 ,8/25/16 13:51,0.0 ,0.0 ,0.0 ,,0.0 ,,11.2 ,87.9 ,25.75 ,21.0 ,5.7 
26,1000.9 ,1004.3 ,1002.7 ,8/26/16 21:40,999.6 ,8/26/16 14:20,31.2 ,36.8 ,8/26/16 14:09,26.9 ,8/26/16 05:46,23.3 ,64 ,42 ,8/26/16 11:09,1.9 ,60 ,9.0 ,60 ,8/26/16 18:29,0.0 ,0.0 ,0.0 ,,0.0 ,,8.8 ,69.2 ,23.27 ,16.0 ,4.9 
27,1002.6 ,1006.0 ,1003.4 ,8/27/16 21:01,1001.4 ,8/27/16 15:38,28.8 ,33.5 ,8/27/16 10:48,26.5 ,8/27/16 14:47,24.3 ,77 ,61 ,8/27/16 09:32,1.4 ,160 ,8.9 ,320 ,8/27/16 10:13,35.5 ,3.1 ,12.5 ,8/27/16 14:32,25.0 ,8/27/16 14:32,2.7 ,21.3 ,11.00 ,19.4 ,-1.9 
28,1003.0 ,1006.5 ,1005.1 ,8/28/16 22:12,1001.3 ,8/28/16 02:00,26.7 ,30.3 ,8/28/16 09:03,24.7 ,8/28/16 18:41,22.5 ,78 ,67 ,8/28/16 09:35,1.9 ,50 ,6.6 ,40 ,8/28/16 15:23,14.8 ,3.5 ,7.5 ,8/28/16 11:58,11.0 ,8/28/16 11:35,0.4 ,3.2 ,3.33 ,13.2 ,-2.3 
29,1004.0 ,1007.5 ,1005.4 ,8/29/16 08:14,1002.4 ,8/29/16 15:20,27.7 ,31.9 ,8/29/16 13:39,24.7 ,8/29/16 05:09,19.4 ,61 ,48 ,8/29/16 12:34,2.2 ,160 ,10.7 ,10 ,8/29/16 16:00,0.0 ,0.0 ,0.0 ,,0.0 ,,7.2 ,57.0 ,21.30 ,20.0 ,5.9 
30,1003.4 ,1006.8 ,1005.1 ,8/30/16 08:07,1001.1 ,8/30/16 15:11,28.7 ,33.1 ,8/30/16 12:54,25.7 ,8/30/16 03:38,18.1 ,54 ,38 ,8/30/16 14:24,2.3 ,60 ,8.2 ,30 ,8/30/16 15:46,0.0 ,0.0 ,0.0 ,,0.0 ,,7.5 ,59.4 ,22.90 ,17.8 ,5.5 
31,1001.8 ,1005.3 ,1003.5 ,8/31/16 08:30,999.6 ,8/31/16 15:05,29.1 ,34.9 ,8/31/16 13:46,24.6 ,8/31/16 05:31,19.5 ,57 ,41 ,8/31/16 10:53,1.3 ,160 ,6.2 ,300 ,8/31/16 13:21,0.0 ,0.0 ,0.0 ,,0.0 ,,9.8 ,77.8 ,22.51 ,13.0 ,5.4 
