ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,SunShine,SunShineRate,GloblRad,VisbMean,EvapA
11,1000.1,1003.6,1001.7,7/11/16 22:15,998.9,7/11/16 04:36,27.7,34.0,7/11/16 09:46,25.6,7/11/16 03:24,25.6,89,59,7/11/16 10:37,1.2,130,7.7,320,7/11/16 12:23,7.0,6.2,2.5,7/11/16 13:02,6.0,7/11/16 12:33,2.1,15.5,9.27,17.4,-0.6
12,1001.4,1004.8,1003.1,7/12/16 21:46,1000.1,7/12/16 14:19,28.9,36.6,7/12/16 11:24,25.9,7/12/16 04:51,24.8,79,54,7/12/16 11:21,1.6,120,8.3,310,7/12/16 13:27,3.0,3.8,1.5,7/12/16 14:28,2.4,7/12/16 14:09,6.5,48.0,19.86,28.0,-3.3
13,1002.8,1006.2,1005.0,7/13/16 21:50,1001.1,7/13/16 16:00,30.0,36.1,7/13/16 12:27,26.2,7/13/16 05:30,24.4,72,52,7/13/16 12:23,1.3,110,6.3,20,7/13/16 13:02,0.0,0.0,0.0,,0.0,,5.1,37.7,15.67,25.0,3.3
14,1003.6,1007.0,1004.9,7/14/16 22:23,1001.4,7/14/16 16:10,30.2,35.0,7/14/16 11:33,27.0,7/14/16 05:10,24.6,72,58,7/14/16 10:33,1.6,160,7.3,260,7/14/16 18:27,0.0,0.0,0.0,,0.0,,4.7,34.8,13.58,15.2,4.0
15,1002.4,1005.8,1004.2,7/15/16 00:04,1000.4,7/15/16 16:04,31.6,36.6,7/15/16 14:40,26.9,7/15/16 05:48,24.0,65,48,7/15/16 11:36,2.3,260,11.6,270,7/15/16 13:52,0.0,0.0,0.0,,0.0,,9.0,66.6,25.37,34.6,3.8
16,1003.3,1006.7,1005.3,7/16/16 22:24,1001.9,7/16/16 02:57,32.4,37.7,7/16/16 13:01,27.5,7/16/16 05:26,24.1,63,45,7/16/16 13:47,2.4,250,12.1,260,7/16/16 10:24,0.0,0.0,0.0,,0.0,,10.0,74.1,27.37,24.0,7.9
17,1005.1,1008.5,1006.3,7/17/16 07:07,1003.4,7/17/16 01:31,30.2,38.2,7/17/16 12:35,27.1,7/17/16 16:38,24.1,71,47,7/17/16 12:34,1.5,150,12.3,40,7/17/16 13:43,1.5,3.0,0.9,7/17/16 14:32,1.3,7/17/16 14:32,5.6,41.5,16.36,14.8,-3.1
18,1005.0,1008.5,1006.3,7/18/16 15:06,1003.5,7/18/16 18:00,27.9,37.1,7/18/16 12:01,23.9,7/18/16 15:21,23.1,76,48,7/18/16 11:57,1.4,160,15.7,260,7/18/16 12:35,22.0,3.9,8.5,7/18/16 12:43,17.5,7/18/16 12:23,4.1,30.4,14.16,27.0,-2.5
19,1005.7,1009.2,1008.0,7/19/16 23:48,1004.4,7/19/16 13:09,28.5,35.3,7/19/16 12:58,25.4,7/19/16 05:30,23.1,74,53,7/19/16 10:58,1.0,160,11.6,320,7/19/16 13:19,5.2,2.4,2.1,7/19/16 16:47,4.6,7/19/16 16:42,4.9,36.4,19.17,21.0,-4.5
20,1007.0,1010.5,1008.6,7/20/16 21:26,1005.5,7/20/16 14:19,29.1,36.0,7/20/16 11:54,26.4,7/20/16 05:20,23.9,74,50,7/20/16 10:26,1.5,180,8.0,270,7/20/16 10:04,15.5,2.1,4.0,7/20/16 14:42,14.5,7/20/16 14:36,6.5,48.3,19.47,32.8,-4.9
21,1007.1,1010.5,1009.0,7/21/16 08:09,1005.7,7/21/16 17:07,30.6,35.8,7/21/16 13:31,26.0,7/21/16 05:10,24.1,69,57,7/21/16 13:03,1.4,150,8.6,260,7/21/16 12:44,0.0,0.0,0.0,,0.0,,6.6,49.1,21.87,15.6,4.0
22,1005.8,1009.2,1007.7,7/22/16 07:41,1003.8,7/22/16 17:46,31.4,37.2,7/22/16 15:02,26.8,7/22/16 05:26,23.5,64,46,7/22/16 14:32,1.6,150,6.8,270,7/22/16 15:06,0.0,0.0,0.0,,0.0,,8.4,62.6,23.86,13.8,5.5
23,1005.0,1008.4,1006.7,7/23/16 08:38,1003.4,7/23/16 16:06,31.2,36.4,7/23/16 14:05,27.0,7/23/16 05:46,23.5,64,50,7/23/16 11:10,1.6,150,7.2,340,7/23/16 11:59,0.0,0.0,0.0,,0.0,,9.7,72.4,26.38,12.6,4.6
24,1005.4,1008.8,1006.9,7/24/16 07:22,1004.3,7/24/16 17:51,30.8,35.9,7/24/16 11:59,28.1,7/24/16 04:23,24.2,68,55,7/24/16 15:06,1.8,60,7.9,310,7/24/16 12:31,0.0,0.0,0.0,,0.0,,5.0,37.4,19.08,16.0,5.1
25,1005.3,1008.7,1006.8,7/25/16 07:37,1004.1,7/25/16 14:20,30.6,35.5,7/25/16 13:39,27.0,7/25/16 05:32,23.5,66,56,7/25/16 11:03,1.9,50,7.8,60,7/25/16 19:34,0.0,0.0,0.0,,0.0,,5.9,44.1,19.42,15.4,6.5
26,1004.7,1008.1,1005.9,7/26/16 06:46,1002.9,7/26/16 15:15,31.1,35.1,7/26/16 12:23,27.9,7/26/16 05:24,23.7,65,53,7/26/16 15:40,1.2,160,8.0,340,7/26/16 13:50,0.0,0.0,0.0,,0.0,,6.4,47.9,18.88,11.0,3.5
27,1004.7,1008.1,1006.0,7/27/16 08:13,1002.7,7/27/16 15:22,32.0,38.5,7/27/16 13:19,26.9,7/27/16 05:13,22.9,60,41,7/27/16 14:32,1.7,160,8.8,270,7/27/16 14:37,0.0,0.0,0.0,,0.0,,10.2,76.5,26.65,16.2,7.0
28,1004.3,1007.7,1005.6,7/28/16 22:29,1002.7,7/28/16 16:39,32.2,38.5,7/28/16 12:22,27.4,7/28/16 05:30,24.0,63,36,7/28/16 11:46,1.3,160,8.0,320,7/28/16 13:24,0.0,0.0,0.0,,0.0,,10.3,77.3,26.68,17.6,4.7
29,1003.8,1007.2,1004.9,7/29/16 06:47,1001.8,7/29/16 16:41,32.3,38.0,7/29/16 12:01,28.4,7/29/16 05:44,23.1,60,44,7/29/16 17:34,1.8,140,10.0,50,7/29/16 15:28,0.0,0.0,0.0,,0.0,,9.0,67.7,22.13,14.4,5.4
30,1003.3,1006.7,1005.3,7/30/16 08:13,1001.3,7/30/16 16:17,31.0,35.9,7/30/16 12:20,27.5,7/30/16 05:19,23.1,63,53,7/30/16 10:45,2.6,70,12.1,50,7/30/16 17:15,0.0,0.0,0.0,,0.0,,10.0,75.3,25.52,30.0,5.9
31,1001.5,1004.9,1003.1,7/31/16 08:54,1000.1,7/31/16 19:17,31.0,35.1,7/31/16 13:20,28.6,7/31/16 05:24,24.3,68,57,7/31/16 13:10,4.0,50,13.0,50,7/31/16 17:18,0.0,0.0,0.0,,0.0,,7.2,54.3,21.68,26.0,-6.6
